TaxID	Pathogen	Kindom	Phylum	Class	Order	Family	Genus	Species	Gram stain	Host	Biosafety level	Disease
47466	Borrelia miyamotoi	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia miyamotoi	-	"Arthropod,Human"	null	
47678	Bacteroides caccae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae	-	Human	BSL-2	
47715	Lacticaseibacillus rhamnosus	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus rhamnosus	+	"Birds,Human,Mammal,Plant,Rodent"	BSL-1	Cardiovascular system
47880	Pseudomonas fulva	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fulva	-	"Human,Mammal,Plant"	BSL-1	Blood;Respiratory system
47885	Pseudomonas oryzihabitans	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas oryzihabitans	-	"Arthropod,Birds,Human,Mammal,Plant"	BSL-2	
48296	Acinetobacter pittii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter pittii	-	"Human,Mammal,Plant,Rodent,Vertebrate"	BSL-2	Blood;Bone/Joint;Cardiovascular system;Central nervous system;Digestive system;Reproductive system;Respiratory system;Skin/Soft tissue;Urinary system
52227	Prevotella dentalis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella dentalis	-	"Human,Mammal"	BSL-1	
52584	Brachyspira pilosicoli	Bacteria	Spirochaetota	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira pilosicoli	null	"Birds,Human,Mammal"	BSL-2	Digestive system
52769	Actinomyces gerencseriae	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces gerencseriae	+	Human	BSL-2	Digestive system
52773	Schaalia meyeri	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia meyeri	null	Human	BSL-2	Eye/Ear/Oral/Nasal
53345	Enterococcus durans	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus durans	+	"Birds,Environment,Human,Insect,Mammal"	BSL-2	
53346	Enterococcus mundtii	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus mundtii	+	"Birds,Environment,Human,Mammal"	BSL-1	
53429	Nocardia flavorosea	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia flavorosea	+	Human	BSL-1	
54736	Salmonella bongori	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella bongori	-	"Birds,Human"	BSL-2	Digestive system
55565	Actinomyces graevenitzii	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii	+	Human	null	
57171	Corynebacterium mucifaciens	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium mucifaciens	+	Human	BSL-2	
57706	Citrobacter braakii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter braakii	-	"Amphibian,Birds,Environment,Human,Mammal,Reptile"	BSL-2	Bone/Joint;Central nervous system;Digestive system;Skin/Soft tissue;Urinary system
60133	Prevotella pallens	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella pallens	-	Human	BSL-2	
60552	Burkholderia vietnamiensis	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia vietnamiensis	-	"Environment,Human,Plant"	BSL-2	Respiratory system
61645	Enterobacter asburiae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae	-	"Birds,Human,Insect,Mammal,Plant,Primate,Rodent"	BSL-1	Blood;Digestive system;Eye/Ear/Oral/Nasal;Reproductive system;Respiratory system;Skin/Soft tissue;Urinary system
61652	Serratia rubidaea	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia rubidaea	-	"Human,Insect,Mammal,Plant"	null	
65058	Corynebacterium ulcerans	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium ulcerans	+	"Human,Mammal"	BSL-2	Digestive system;Endocrine system;Eye/Ear/Oral/Nasal;Respiratory system;Skin/Soft tissue
67824	Citrobacter farmeri	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter farmeri	-	Human	BSL-2	Blood;Digestive system;Skin/Soft tissue;Urinary system
67826	Citrobacter sedlakii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sedlakii	-	"Human,Mammal"	BSL-2	Digestive system
68892	Streptococcus infantis	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantis	+	"Human,Primate"	BSL-2	Digestive system
69218	Enterobacter cancerogenus	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cancerogenus	-	"Human,Mammal,Plant"	BSL-2	Blood;Respiratory system;Skin/Soft tissue
70255	Staphylococcus condimenti	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus condimenti	+	Human	BSL-1	Skin/Soft tissue
72556	Achromobacter piechaudii	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter piechaudii	-	Human	BSL-2	
72557	Achromobacter ruhlandii	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter ruhlandii	-	"Human,Mammal"	BSL-2	Respiratory system
76759	Pseudomonas monteilii	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monteilii	-	"Human,Mammal"	BSL-1	Blood;Respiratory system;Urinary system
76860	Streptococcus constellatus	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus constellatus	+	Human	BSL-2	Digestive system;Eye/Ear/Oral/Nasal;Respiratory system
78535	Streptococcus viridans	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus viridans	+	Human	BSL-2	
82996	Serratia plymuthica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia plymuthica	-	"Human,Plant"	BSL-1	
83554	Chlamydia psittaci	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci	-	"Birds,Human,Mammal,Reptile,Rodent,Vertebrate"	BSL-2	Bone/Joint;Digestive system;Respiratory system
83555	Chlamydia abortus	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia abortus	-	"Birds,Human,Mammal"	null	Respiratory system
83558	Chlamydia pneumoniae	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia pneumoniae	-	Human	BSL-2	
84024	Clostridium disporicum	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium disporicum	+	Human	BSL-1	
84025	Clostridium haemolyticum	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium haemolyticum	+	Human	BSL-2	Bone/Joint
84135	Gemella sanguinis	Bacteria	Bacillota	Bacilli	Bacillales	Gemellaceae	Gemella	Gemella sanguinis	+	Human	null	Respiratory system
85688	Nocardia cerradoensis	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia cerradoensis	+	Human	BSL-1	
93064	Sphingomonas koreensis	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas koreensis	-	Human	BSL-1	
95162	Nocardia beijingensis	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia beijingensis	+	Human	BSL-2	
95486	Burkholderia cenocepacia	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cenocepacia	-	"Human,Plant"	BSL-2	Blood;Eye/Ear/Oral/Nasal;Respiratory system
102862	Proteus penneri	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus penneri	-	"Birds,Human,Mammal"	BSL-2	
103621	Actinomyces urogenitalis	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces urogenitalis	+	"Human,Mammal"	BSL-1	
106648	Acinetobacter bereziniae	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter bereziniae	-	"Birds,Human,Mammal,Reptile"	BSL-2	Blood;Central nervous system;Digestive system;Eye/Ear/Oral/Nasal;Respiratory system;Skin/Soft tissue
106649	Acinetobacter guillouiae	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter guillouiae	-	"Human,Reptile"	BSL-2	Respiratory system
106654	Acinetobacter nosocomialis	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter nosocomialis	-	"Human,Plant,Reptile"	BSL-2	Blood;Central nervous system;Digestive system;Eye/Ear/Oral/Nasal;Respiratory system;Skin/Soft tissue;Urinary system
108486	Corynebacterium falsenii	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium falsenii	+	"Birds,Human"	BSL-2	
108980	Acinetobacter ursingii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter ursingii	-	"Human,Plant"	BSL-2	Blood;Eye/Ear/Oral/Nasal;Respiratory system;Skin/Soft tissue
108981	Acinetobacter schindleri	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter schindleri	-	"Birds,Human,Mammal"	BSL-2	Blood
109790	Lactobacillus jensenii	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii	+	Human	BSL-1	
113107	Streptococcus australis	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus australis	+	"Human,Primate"	BSL-2	Eye/Ear/Oral/Nasal
120957	Nocardia abscessus	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia abscessus	+	Human	BSL-2	
123834	Haemophilus quentini	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus quentini	-	Human	null	Blood
123841	Helicobacter canadensis	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter canadensis	-	Human	BSL-2	
123899	Bordetella trematum	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella trematum	-	"Human,Mammal"	BSL-2	
126385	Providencia alcalifaciens	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia alcalifaciens	-	"Human,Insect,Mammal,Rodent"	BSL-2	Digestive system
133448	Citrobacter youngae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter youngae	-	"Birds,Environment,Human"	BSL-2	Respiratory system
134034	Corynebacterium freneyi	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium freneyi	+	Human	BSL-2	
134533	Acinetobacter parvus	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter parvus	-	"Human,Rodent"	BSL-2	Blood;Respiratory system
134601	Mycolicibacterium goodii	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium goodii	+	Human	null	
134821	Ureaplasma parvum	Bacteria	Mycoplasmatota		Mycoplasmoidales	Mycoplasmoidaceae	Ureaplasma	Ureaplasma parvum	+	Human	null	Reproductive system;Urinary system
137838	Clostridium neonatale	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	+	Human	null	
150055	Streptococcus lutetiensis	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus lutetiensis	+	"Human,Primate"	BSL-2	Cardiovascular system;Digestive system
152500	Burkholderia dolosa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia dolosa	-	Human	BSL-2	Central nervous system;Respiratory system
154046	Hungatella hathewayi	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	Hungatella hathewayi	+	"Human,Mammal,Rodent"	BSL-1	
158484	Cedecea davisae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea davisae	-	Human	BSL-2	Bone/Joint
158822	Cedecea neteri	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea neteri	-	Human	BSL-2	
158836	Enterobacter hormaechei	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	-	"Arthropod,Birds,Environment,Human,Mammal,Plant,Reptile,Rodent,Vertebrate"	BSL-2	Blood;Bone/Joint;Cardiovascular system;Central nervous system;Digestive system;Endocrine system;Eye/Ear/Oral/Nasal;Reproductive system;Respiratory system;Skin/Soft tissue;Urinary system
162426	Microbacterium hominis	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium hominis	-	Human	BSL-2	
165179	Segatella copri	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	Segatella copri	-	"Human,Mammal"	BSL-1	Bone/Joint
169292	Corynebacterium aurimucosum	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium aurimucosum	+	Human	BSL-1	Respiratory system
170573	Staphylococcus pettenkoferi	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus pettenkoferi	+	Human	BSL-2	
176090	Streptococcus sinensis	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sinensis	+	Human	BSL-2	
196024	Aeromonas dhakensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas dhakensis	-	"Arthropod,Human,Plant,Reptile,Vertebrate"	BSL-2	Blood;Bone/Joint;Digestive system;Respiratory system
197575	Haemophilus aegyptius	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus aegyptius	-	Human	BSL-2	
197614	Streptococcus pasteurianus	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pasteurianus	+	"Birds,Human,Mammal"	BSL-2	Cardiovascular system;Central nervous system
198620	Pseudomonas koreensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas koreensis	-	"Human,Mammal,Plant"	BSL-1	
208224	Enterobacter kobei	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter kobei	-	"Birds,Human,Insect,Mammal"	BSL-2	Blood;Digestive system;Respiratory system;Urinary system
208962	Escherichia albertii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia albertii	-	"Birds,Human,Mammal"	null	Blood;Digestive system;Respiratory system
225991	Comamonas aquatica	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas aquatica	-	"Human,Vertebrate"	null	
228599	Nocardia higoensis	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia higoensis	+	Human	BSL-1	
228604	Segatella salivae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	Segatella salivae	-	Human	BSL-2	Respiratory system
242750	Hallella bergensis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hallella	Hallella bergensis	-	Human	BSL-2	
244366	Klebsiella variicola	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella variicola	-	"Birds,Environment,Human,Insect,Mammal,Plant,Rodent"	BSL-2	Blood;Digestive system;Endocrine system;Eye/Ear/Oral/Nasal;Reproductive system;Respiratory system;Skin/Soft tissue;Urinary system
254785	Streptococcus halichoeri	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus halichoeri	+	"Human,Mammal"	BSL-2	Skin/Soft tissue
257758	Streptococcus pseudopneumoniae	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pseudopneumoniae	+	Human	BSL-2	Blood;Central nervous system;Respiratory system
267212	Neisseria bacilliformis	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria bacilliformis	-	Human	BSL-2	
280145	Acinetobacter colistiniresistens	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter colistiniresistens	-	Human	BSL-2	Blood;Skin/Soft tissue
280147	Acinetobacter courvalinii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter courvalinii	-	"Human,Reptile"	BSL-2	Blood
282402	Prevotella multiformis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella multiformis	-	Human	BSL-2	
299767	Enterobacter ludwigii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter ludwigii	-	"Birds,Human,Insect,Mammal,Vertebrate"	BSL-2	Blood;Digestive system;Eye/Ear/Oral/Nasal;Respiratory system;Skin/Soft tissue;Urinary system
305719	Segatella baroniae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	Segatella baroniae	-	Human	BSL-2	
310300	Bacteroides pyogenes	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	-	"Human,Mammal"	BSL-2	
315405	Streptococcus gallolyticus	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gallolyticus	+	"Human,Mammal"	BSL-2	Cardiovascular system;Digestive system
326522	Neisseria animaloris	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria animaloris	-	Human	BSL-2	
339268	Mycobacterium colombiense	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium colombiense	+	Human	null	Blood
342113	Burkholderia oklahomensis	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia oklahomensis	-	Human	BSL-2	
357276	Phocaeicola dorei	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei	-	"Birds,Human,Mammal"	BSL-1	
361101	Streptococcus pseudoporcinus	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pseudoporcinus	+	"Human,Mammal"	BSL-2	
386414	Hoylesella timonensis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	Hoylesella timonensis	-	Human	BSL-2	
394935	Chromobacterium haemolyticum	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium haemolyticum	null	"Arthropod,Human"	BSL-2	Blood
407975	Hoylesella pleuritidis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	Hoylesella pleuritidis	-	Human	BSL-2	
413497	Cronobacter dublinensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter dublinensis	-	"Human,Mammal"	BSL-2	
413503	Cronobacter malonaticus	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter malonaticus	-	"Human,Insect,Mammal"	BSL-2	Blood
419005	Prevotella amnii	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella amnii	-	Human	BSL-2	
425941	Hoylesella nanceiensis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	Hoylesella nanceiensis	-	Human	BSL-2	Respiratory system
461393	Actinomyces massiliensis	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces massiliensis	+	Human	BSL-2	
470565	Prevotella histicola	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella histicola	-	Human	BSL-2	Respiratory system
480035	Nocardia wallacei	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia wallacei	+	Human	BSL-2	
482957	Burkholderia lata	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia lata	-	"Human,Mammal"	BSL-1	
487316	Acinetobacter soli	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter soli	-	"Human,Plant"	BSL-2	Blood;Bone/Joint;Reproductive system;Respiratory system;Skin/Soft tissue
488446	Burkholderia latens	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia latens	-	Human	BSL-2	Respiratory system
502790	Aeromonas diversa	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas diversa	-	Human	BSL-2	
539813	Enterobacter mori	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter mori	-	"Human,Insect,Mammal,Plant"	BSL-2	Eye/Ear/Oral/Nasal
544580	Actinomyces oris	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces oris	+	Human	BSL-2	Eye/Ear/Oral/Nasal
626774	Proteus terrae subsp. cibarius	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus terrae	-	"Birds,Human,Mammal"	BSL-2	
626930	Bacteroides fluxus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fluxus	-	"Human,Mammal"	BSL-1	
651561	Chryseobacterium arthrosphaerae	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium arthrosphaerae	null	"Amphibian,Birds,Human"	BSL-2	Digestive system;Respiratory system
684066	Streptococcus lactarius	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus lactarius	+	Human	BSL-1	
881260	Enterobacter bugandensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter bugandensis	-	"Arthropod,Birds,Human,Mammal"	BSL-2	Blood;Respiratory system;Skin/Soft tissue;Urinary system
985002	Staphylococcus argenteus	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus argenteus	+	"Human,Mammal,Primate,Vertebrate"	BSL-2	Blood;Bone/Joint;Reproductive system;Respiratory system;Skin/Soft tissue
1134687	Klebsiella michiganensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella michiganensis	-	"Birds,Human,Insect,Mammal,Plant,Reptile,Rodent"	BSL-2	Blood;Central nervous system;Digestive system;Eye/Ear/Oral/Nasal;Reproductive system;Respiratory system;Skin/Soft tissue;Urinary system
1141657	Nocardia vulneris	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia vulneris	+	Human	BSL-2	Skin/Soft tissue
1148157	Acinetobacter oleivorans	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter oleivorans	-	"Human,Mammal,Plant,Reptile"	null	Digestive system
1177574	Prevotella jejuni	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella jejuni	-	Human	null	Respiratory system
1218315	Brucella inopinata	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella inopinata	-	Human	BSL-3	
1318743	Bartonella ancashensis	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella ancashensis	-	Human	null	
1324352	Chryseobacterium gallinarum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium gallinarum	null	Human	BSL-2	Urinary system
1433513	Streptococcus gwangjuense	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gwangjuensis	+	Human	BSL-2	Eye/Ear/Oral/Nasal
1494318	Candidatus Mycoplasma haematohominis	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Candidatus Mycoplasma haematohominis	+	Human	null	
1499973	Escherichia marmotae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia marmotae	-	"Birds,Human,Mammal,Rodent,Vertebrate"	BSL-1	Blood;Digestive system
1501662	Streptococcus parasuis	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasuis	+	"Human,Mammal"	BSL-2	Central nervous system;Digestive system;Respiratory system
1530123	Acinetobacter seifertii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter seifertii	-	"Human,Mammal"	BSL-2	Blood;Digestive system
1674146	Borreliella mayonii	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella mayonii	-	Human	null	
