TaxID	Pathogen	Kindom	Phylum	Class	Order	Family	Genus	Species	Gram stain	Host	Biosafety level	Disease
1812935	Enterobacter roggenkampii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii	-	"Arthropod,Birds,Human,Mammal"	BSL-2	Blood;Digestive system;Eye/Ear/Oral/Nasal;Respiratory system;Urinary system
1848903	Capnocytophaga canis	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canis	null	"Human,Mammal"	BSL-2	Blood
2071710	Enterobacter sichuanensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sichuanensis	-	"Arthropod,Human,Mammal"	BSL-2	Blood
2107999	Lactobacillus paragasseri	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paragasseri	+	Human	BSL-1	
2172545	Streptococcus halitosis	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus halitosis	+	Human	BSL-2	
2490633	Streptococcus periodonticum	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus periodonticum	+	Human	BSL-2	Eye/Ear/Oral/Nasal
2494701	Enterobacter chengduensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter chengduensis	-	Human	BSL-2	Blood;Digestive system;Skin/Soft tissue
2494702	Enterobacter huaxiensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter huaxiensis	-	"Human,Mammal"	BSL-2	
2497436	Enterobacter quasiroggenkampii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter quasiroggenkampii	-	"Arthropod,Human,Mammal,Primate"	BSL-2	Blood
2497875	Enterobacter chuandaensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter chuandaensis	-	"Birds,Human"	BSL-2	Urinary system
2529381	Enterobacter wuhouensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter wuhouensis	-	Human	BSL-2	
2529382	Enterobacter quasihormaechei	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter quasihormaechei	-	Human	BSL-2	Blood
2608404	Prevotella vespertina	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella vespertina	-	Human	BSL-2	Digestive system
2838947	Enterobacter quasimori	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter quasimori	-	Human	BSL-2	
